ACCOUNT_NR;ACCOUNT_NAME;ACCOUNT_TYPE;VAT_NR;STREET;STREET_CD;HOUSE_NUM1;HOUSE_NUM2;POSTAL_CD;CITY;COUNTRY_CD;PHONE_NR;FAX_NR;Full Address
1011613;Het Fiscale Huis;2;BE0736076085;Abdijstraat;79649;33;;9700;Ename;BE;055 31 63 80;3255387749;Abdijstraat 33  9700 Ename
1011614;Santander Consumer Bank;2;BE0464657318;Avenue Des Nerviens;158233;85;;1040;Etterbeek ( Bruxelles );BE;02 286 54 11;3222300940;Avenue Des Nerviens 85  1040 Etterbeek ( Bruxelles )
1011621;Les Pissenlits;2;BE0457783085;ChaussÈe de Mons;19287;192;;1070;Bruxelles;BE;02 521 77 28;3225232057;ChaussÈe de Mons 192  1070 Bruxelles
1011623;Domaine du Bel'Fays;2;BE0452442444;Avenue Reine Astrid;117929;85;;4831;Bilstain;BE;087 76 37 69;3287762425;Avenue Reine Astrid 85  4831 Bilstain
1011629;Xylos Brussel;2;BE0877360743;Sint-Lendriksborre;20277;6;;1120;Brussel;BE;02 264 13 11;3222685473;Sint-Lendriksborre 6  1120 Brussel
1011635;Emporion;2;BE0463283480;Waasmunsterbaan;82015;130;;9160;Lokeren;BE;DO NOT USE PHONE;3293484613;Waasmunsterbaan 130  9160 Lokeren
1011636;Fiduciaire Dinoi;2;BE0463455706;Rue du Levant;93393;10;;7033;Cuesmes ( Mons );BE;065 35 48 32;3265353260;Rue du Levant 10  7033 Cuesmes ( Mons )
1011637;FOD Tewerkstelling & Arbeid collectieve arbeidsbetrekkingen;2;;Ernest BlÈrotstraat;163305;1;;1070;Anderlecht ( Brussel );BE;02 233 44 54;3222334455;Ernest BlÈrotstraat 1  1070 Anderlecht ( Brussel )
1011638;FOD WASO;2;BE0308358050;Ernest Blerotstraat;163305;1;;1070;Anderlecht ( Brussel );BE;02 233 41 11;3222334738;Ernest Blerotstraat 1  1070 Anderlecht ( Brussel )
1011640;FOD Tewerkstelling & Arbeid juridische documentatiedienst;2;;Ernest Blerotstraat;163305;1;;1070;Anderlecht ( Brussel );BE;02 233 41 11;3222334488;Ernest Blerotstraat 1  1070 Anderlecht ( Brussel )
1011641;FVB-FFC;2;447324309;Koningsstraat;20618;132;5;1000;Brussel;BE;02 210 03 33;3222100399;Koningsstraat 132 5 1000 Brussel
1011642;Briers, Bekkers & Co;2;BE0455849916;Weg Naar Opoeteren;126980;10;;3660;Opglabbeek;BE;089 85 22 42;3289852233;Weg Naar Opoeteren 10  3660 Opglabbeek
1011643;BDO Management Advisory;2;BE0459910454;Guldensporenpark;161212;100;;9820;Merelbeke;BE;09 210 54 10;3292324340;Guldensporenpark 100  9820 Merelbeke
1011645;Hyundai Mobis Europe Parts;2;BE0461359417;Bosstraat;126644;52;;3560;Lummen;BE;013 53 91 60;3213532301;Bosstraat 52  3560 Lummen
1011647;Philippe PJ Van Dooren;2;445539410;Hovestraat;4865;40;;2650;Edegem;BE;03 457 46 10;3234579410;Hovestraat 40  2650 Edegem
1011649;AA & T Group;2;BE0459576694;Ottergemsesteenweg-Zuid;75087;808;4;9000;Gent;BE;09 223 69 95;3292236978;Ottergemsesteenweg-Zuid 808 4 9000 Gent
1011651;Sofibel;2;BE0438778015;Avenue Louise;20319;390;;1050;Bruxelles;BE;02 340 77 70;3223407773;Avenue Louise 390  1050 Bruxelles
1011655;Resea;2;BE0453665535;Genkersteenweg;125236;164;;3500;Hasselt;BE;011 30 04 55;3211300456;Genkersteenweg 164  3500 Hasselt
1011657;Jan Cloet & Nico Vanhout ge‰ssocieerde notarissen;2;BE0872249635;Steenweg Wijchmaal;131431;49;;3990;Peer;BE;011 61 03 33;3211633581;Steenweg Wijchmaal 49  3990 Peer
1011659;Pierre Thielemans;2;;Avenue Louise;20319;137;;1050;Bruxelles;BE;02 427 40 11;3224243149;Avenue Louise 137  1050 Bruxelles
1011660;ABVV De Centrale der Metaalindustrie van BelgiÎ;2;;Lebonstraat;14057;40D;;2440;Geel;BE;014 58 93 83;;Lebonstraat 40D  2440 Geel
1011662;KBC Securities;2;BE0437060521;Havenlaan;23044;2;;1080;Sint-Jans-Molenbeek ( Brussel );BE;02 289 22 11;3224291763;Havenlaan 2  1080 Sint-Jans-Molenbeek ( Brussel )
1011663;Marcelis & Guillemyn Notaires AssociÈs;2;BE0897073024;Rue Joseph Stevens;20680;7;;1000;Bruxelles;BE;02 543 11 80;3225111811;Rue Joseph Stevens 7  1000 Bruxelles
1013036;CPAS de Flobecq;2;212360912;Rue Des FrËres Gabreau;85257;27;;7880;Flobecq;BE;068 44 65 50;3268446556;Rue Des FrËres Gabreau 27  7880 Flobecq
1013037;CPAS d'Ellezelles;2;212157212;Rue Saint-Mortier;84785;14;;7890;Ellezelles;BE;068 54 42 35;3268544239;Rue Saint-Mortier 14  7890 Ellezelles
1013038;Administration Communale de Leuze-en-Hainaut;2;216693149;Avenue de la RÈsistance;102924;1;;7900;Leuze-en-Hainaut;BE;069 66 98 40;3269665665;Avenue de la RÈsistance 1  7900 Leuze-en-Hainaut
1013039;CPAS de Leuze-en-Hainaut;2;216693248;Tour Saint-Pierre;102917;14;;7900;Leuze-En-Hainaut;BE;069 36 24 14;3269663653;Tour Saint-Pierre 14  7900 Leuze-En-Hainaut
1013040;Administration Communale de Frasnes-Lez-Anvaing;2;216690773;Place de l'HÙtel de Ville;85075;1;;7911;Frasnes-lez-Buissenal;BE;069 86 61 90;3269866436;Place de l'HÙtel de Ville 1  7911 Frasnes-lez-Buissenal
1013041;CPAS de Frasnes-Lez-Anvaing;2;216690773;Place de la Station;85071;12;;7911;Frasnes-lez-Buissenal;BE;069 78 98 80;3269789899;Place de la Station 12  7911 Frasnes-lez-Buissenal
1013042;CPAS de ChiËvres;2;212359130;Grand-Place;84663;25;;7950;ChiËvres;BE;068 65 68 40;3268657988;Grand-Place 25  7950 ChiËvres
1013043;Gemeentebestuur Sint-Pieters-Leeuw;2;207513484;Pastorijstraat;31474;21;;1600;Sint-Pieters-Leeuw;BE;02 371 22 11;3223777226;Pastorijstraat 21  1600 Sint-Pieters-Leeuw
1013045;OCMW Sint-Pieters-Leeuw;2;212172058;Fabriekstraat;31563;1B;;1601;Ruisbroek ( Sint-Pieters-Leeuw );BE;02 371 03 40;3223770083;Fabriekstraat 1B  1601 Ruisbroek ( Sint-Pieters-Leeuw )
1013046;Gemeentebestuur Linkebeek;2;207484384;Gemeenteplein;29223;2;;1630;Linkebeek;BE;02 380 62 15;3223614703;Gemeenteplein 2  1630 Linkebeek
1013047;OCMW Linkebeek;2;BE0212196408;Beukenstraat;29210;23;;1630;Linkebeek;BE;02 380 69 23;3223805097;Beukenstraat 23  1630 Linkebeek
1013048;Gemeentebestuur Ternat;2;BE0207514276;Gemeentehuisstraat;31906;21;;1740;Ternat;BE;02 451 45 45;3225827785;Gemeentehuisstraat 21  1740 Ternat
1013049;OCMW Ternat;2;212174434;Kapelleveld;32025;8;;1742;Sint-Katherina-Lombeek ( Ternat );BE;02 582 47 85;3225810912;Kapelleveld 8  1742 Sint-Katherina-Lombeek ( Ternat )
1013050;Gemeentebestuur Lennik;2;BE0216769264;Markt;28895;18;;1750;Sint-Kwintens-Lennik;BE;02 532 41 15;3225322175;Markt 18  1750 Sint-Kwintens-Lennik
1013051;OCMW Lennik;2;BE0216769363;Frans van der Steenstraat;28908;6;;1750;Sint-Kwintens-Lennik ( Lennik );BE;02 532 41 45;3225322601;Frans van der Steenstraat 6  1750 Sint-Kwintens-Lennik ( Lennik )
1013052;OCMW Borchtlombeek;2;212166021;Kerkstraat;30863;4;;1761;Borchtlombeek ( Roosdaal );BE;02 582 72 04;3225827255;Kerkstraat 4  1761 Borchtlombeek ( Roosdaal )
1013053;Gemeentebestuur Liedekerke;2;207538725;Opperstraat;29085;31;;1770;Liedekerke;BE;053 64 55 11;3253645509;Opperstraat 31  1770 Liedekerke
1013054;OCMW Merchtem;2;212197891;Nieuwstraat;29980;1;;1785;Merchtem;BE;052 38 18 00;3252372723;Nieuwstraat 1  1785 Merchtem
1013056;Gemeentebestuur Affligem;2;207509031;Bellestraat;25271;99;;1790;Affligem;BE;053 64 72 22;3253680480;Bellestraat 99  1790 Affligem
1013057;OCMW Affligem;2;231884636;Bellestraat;25271;101;;1790;Essene ( Affligem );BE;053 66 25 77;3253681730;Bellestraat 101  1790 Essene ( Affligem )
1013059;Gemeentebestuur Machelen;2;BE0207539121;Woluwestraat;29528;1;;1830;Machelen (Bt.);BE;02 254 12 11;3222525740;Woluwestraat 1  1830 Machelen (Bt.)
1013060;OCMW Machelen;2;212195319;Cornelis Peetersstraat;29505;45;;1830;Machelen;BE;02 756 55 10;3222522150;Cornelis Peetersstraat 45  1830 Machelen
1013062;Gemeentebestuur Kapelle-op-den-Bos;2;BE0207534468;Marktplein;28407;29;;1880;Kapelle-op-den-Bos;BE;015 71 32 71;3215713725;Marktplein 29  1880 Kapelle-op-den-Bos
1013063;Gemeentebestuur Kraainem;2;207484285;Arthur DezangrÈlaan;28718;17;;1950;Kraainem;BE;02 719 20 41;3227192044;Arthur DezangrÈlaan 17  1950 Kraainem
1013065;OCMW Zemst;2;212185916;Hoogstraat;33451;69;;1980;Zemst;BE;015 61 88 90;3215620362;Hoogstraat 69  1980 Zemst
1013066;OCMW Zwijndrecht;2;212187993;Dorp Oost;9110;45;;2070;Zwijndrecht;BE;03 250 18 18;3232531578;Dorp Oost 45  2070 Zwijndrecht
1013067;OCMW Wijnegem;2;212183540;Koolsveldlaan;7968;94;;2110;Wijnegem;BE;03 288 20 60;3232882069;Koolsveldlaan 94  2110 Wijnegem
1013068;Stad Herentals;2;BE0207504675;Augustijnenlaan;14554;30;;2200;Herentals;BE;014 28 50 50;3214217828;Augustijnenlaan 30  2200 Herentals
1013069;OCMW Herentals;2;BE0208038769;Nederrij;14645;133A;;2200;Herentals;BE;014 24 66 66;3214246613;Nederrij 133A  2200 Herentals
1013070;Stedelijke Openbare Bibliotheek;2;;Gildelaan;14701;13;;2200;Herentals;BE;014 85 97 50;3214859759;Gildelaan 13  2200 Herentals
1013071;AZ Sint-Elisabeth Herentals;2;811149731;Nederrij;14645;133;;2200;Herentals;BE;014 24 61 11;3214246126;Nederrij 133  2200 Herentals
1013072;Gemeentebestuur Heist-Op-Den-Berg;2;207535062;Kerkplein;10120;16;;2220;Heist-op-den-Berg;BE;015 22 86 65;3215228669;Kerkplein 16  2220 Heist-op-den-Berg
1013073;OCMW Heist-Op-Den-Berg;2;212216895;Stationsstraat;10172;2;;2220;Heist-Op-Den-Berg;BE;015 24 93 50;3215251536;Stationsstraat 2  2220 Heist-Op-Den-Berg
1013074;Gemeentebestuur Zandhoven;2;207539220;Liersebaan;8531;12;;2240;Zandhoven;BE;03 484 30 20;3234846255;Liersebaan 12  2240 Zandhoven
1013075;Gemeentebestuur Grobbendonk;2;BE0207501806;Boudewijnstraat;14320;4;;2280;Grobbendonk;BE;014 51 10 20;3214501618;Boudewijnstraat 4  2280 Grobbendonk
1013076;Stadsbestuur Hoogstraten;2;207502202;Vrijheid;15124;149;;2320;Hoogstraten;BE;03 340 19 11;3233401966;Vrijheid 149  2320 Hoogstraten
1013077;OCMW Hoogstraten;2;BE0207888816;Jaak Aertslaan;15132;7;;2320;Hoogstraten;BE;03 340 16 00;3233401602;Jaak Aertslaan 7  2320 Hoogstraten
1013078;OCMW Beerse;2;212238374;Gasthuisstraat;13509;49;;2340;Beerse;BE;014 60 09 60;3214600961;Gasthuisstraat 49  2340 Beerse
1013081;Truvo Belgium (HQ);2;BE0404129318;Uitbreidingstraat;3112;82;;2600;Berchem ( Antwerpen );BE;03 205 42 11;3232054222;Uitbreidingstraat 82  2600 Berchem ( Antwerpen )
1013084;POM Limburg;2;BE0407405839;Kempische Steenweg;125299;303;-101;3500;Hasselt;BE;011 30 01 00;3211300101;Kempische Steenweg 303 -101 3500 Hasselt
1013940;Etn.  P.  Bruggeman;2;BE0434965222;Wiedauwkaai;75016;56;;9000;Gent;BE;09 253 51 51;3292531701;Wiedauwkaai 56  9000 Gent
1013941;Algist Bruggeman;2;BE0434963737;Langerbruggekaai;75237;37;;9000;Gent;BE;09 257 08 08;3292534116;Langerbruggekaai 37  9000 Gent
1013942;Neuville;2;BE0420339107;Albert I laan;64498;117;;8620;Nieuwpoort;BE;058 23 26 60;3258232714;Albert I laan 117  8620 Nieuwpoort
1013943;Agentuur Philips;2;BE0425338070;Albert I laan;64498;126A;;8620;Nieuwpoort;BE;058 23 58 28;3258239140;Albert I laan 126A  8620 Nieuwpoort
1013947;Le Home Waremmien;2;BE0401455680;AllÈe des Hortensias;122709;13;;4300;Waremme;BE;019 32 26 90;3219330829;AllÈe des Hortensias 13  4300 Waremme
1013948;Euronext Brussels;2;BE0242100122;Rue du Marquis;20355;1;;1000;Bruxelles;BE;02 620 15 00;3225091212;Rue du Marquis 1  1000 Bruxelles
1013953;Vooruit;2;BE0405703884;Nieuwevaart;74914;151;;9000;Gent;BE;09 226 71 11;3292370120;Nieuwevaart 151  9000 Gent
1013954;MusÈes Royaux des Beaux-Arts de Belgique;2;BE0208322049;Rue du MusÈe;20416;9;;1000;Bruxelles;BE;02 508 32 11;3225083232;Rue du MusÈe 9  1000 Bruxelles
1013957;Neyts E J Accountancy;2;BE0439165322;Magere Schorre;49537;72;;8300;Knokke;BE;050 33 25 67;3250341206;Magere Schorre 72  8300 Knokke
1013958;DesleeClama IDC;2;BE0405395959;Polderhoekstraat;53820;1;;8980;Geluveld;BE;057 46 04 60;3257460400;Polderhoekstraat 1  8980 Geluveld
1013959;Promo Sapiens;2;BE0437062895;Tollaan;33241;97;;1932;Sint-Stevens-Woluwe ( Zaventem );BE;02 743 14 43;3227431444;Tollaan 97  1932 Sint-Stevens-Woluwe ( Zaventem )
1013961;Craenenburg  / Onsia H.;2;BE0432412241;Westelsebaan;38949;24A;;3271;Averbode;BE;03 218 93 61;3232323232;Westelsebaan 24A  3271 Averbode
1013962;Gysen & Van Eycken;2;BE0426698941;Gabriel-Emile Lebonlaan;22314;51;93;1160;Oudergem ( Brussel );BE;02 672 00 15;3226720076;Gabriel-Emile Lebonlaan 51 93 1160 Oudergem ( Brussel )
1013963;Entreprise de Travail adaptÈ Village N∞1 Entreprises;2;BE0411648501;Rue de Sart-Moulin;40806;1;;1421;Ophain-Bois-Seign.-Isaac ( Braine-L'Alle;BE;02 386 06 11;3223860780;Rue de Sart-Moulin 1  1421 Ophain-Bois-Seign.-Isaac ( Braine-L'Alle
1013964;Administration Communale de Weismes;2;BE0207403222;Place Baudouin;121125;1;;4950;Waimes;BE;080 67 95 69;3280678410;Place Baudouin 1  4950 Waimes
1013965;CPAS de Waimes;2;BE0212231545;Rue de MalmÈdy;121144;1;;4950;Waimes;BE;080 28 13 20;3280281321;Rue de MalmÈdy 1  4950 Waimes
1013969;Capsugel Belgium;2;BE0400767772;Rijksweg;9592;11;;2880;Bornem;BE;02 421 17 65;3224211693;Rijksweg 11  2880 Bornem
1013971;Acco Accountantskantoor;2;BE0423338286;Prins Boudewijnlaan;3185;177;;2610;Wilrijk ( Antwerpen );BE;03 448 00 55;3234482808;Prins Boudewijnlaan 177  2610 Wilrijk ( Antwerpen )
1013972;Marc Schoofs & Co;2;BE0448994291;Prins Boudewijnlaan;3185;177;;2610;Wilrijk ( Antwerpen );BE;03 448 28 07;3234482808;Prins Boudewijnlaan 177  2610 Wilrijk ( Antwerpen )
1013973;PAUWELS FISCAAL KANTOOR;2;BE0446499413;De Beughemlaan;28491;30A;;1880;Ramsdonk ( Kapelle-Op-Den-Bos );BE;015 71 00 15;3215710035;De Beughemlaan 30A  1880 Ramsdonk ( Kapelle-Op-Den-Bos )
1013975;Sioen Industries;2;BE0441642780;Fabriekstraat;62035;23;;8850;Ardooie;BE;051 74 08 00;3251748314;Fabriekstraat 23  8850 Ardooie
1013977;Afibel;2;BE0447041722;Adam-Thomas-Strasse, Aldringen;174683;99;;4790;Burg-Reuland;BE;080 22 71 94;3280229292;Adam-Thomas-Strasse, Aldringen 99  4790 Burg-Reuland
1013978;Pirson Montage;2;BE0419493326;Rue Fanny;114403;74;;4100;Seraing;BE;04 385 90 90;3243369447;Rue Fanny 74  4100 Seraing
1013979;NAC;2;419085035;Industrieweg;61287;53;;8800;Beveren-Roeselare;BE;051 26 08 30;3251242539;Industrieweg 53  8800 Beveren-Roeselare
1013980;Sappi Lanaken;2;BE0420732352;Montaigneweg;132988;2;;3620;Lanaken;BE;089 71 97 19;3289719222;Montaigneweg 2  3620 Lanaken
1013981;Librairie Universitaire Alpha;2;BE0893555882;Rue de Termonde;21766;140;;1083;Ganshoren ( Bruxelles );BE;02 468 36 31;3224683712;Rue de Termonde 140  1083 Ganshoren ( Bruxelles )
1013983;Truyens Advocaten fv;2;BE0542574745;Vijfstraten;82601;57;;9100;Sint-Niklaas;BE;03 777 27 27;3237780707;Vijfstraten 57  9100 Sint-Niklaas
1013984;Gilbert Quarem;2;BE0729029531;Russelt;134844;5;;3830;Wellen;BE;011 31 34 35;;Russelt 5  3830 Wellen
1013985;Gilbert Quarem;2;BE0729029531;Kennedylaan;127171;6;4;3800;Sint-Truiden;BE;011 68 33 26;3211695789;Kennedylaan 6 4 3800 Sint-Truiden
1013987;Accountancy Luc FlamÈe;2;BE0420248243;Overleiestraat;54682;100;;8530;Harelbeke;BE;056 70 44 40;3256728569;Overleiestraat 100  8530 Harelbeke
1013989;Gemeentebestuur Wachtebeke;2;BE0207456076;Dorp;78095;61;;9185;Wachtebeke;BE;09 345 01 35;3293429302;Dorp 61  9185 Wachtebeke
1013990;Linet & Partners;2;BE0441390085;Rue Langeveld;24396;51;;1180;Bruxelles;BE;02 373 51 00;3223735109;Rue Langeveld 51  1180 Bruxelles
1013993;Accountants Team;2;BE0430034454;Avenue Louise;20319;222;8;1050;Bruxelles;BE;02 282 07 07;3226484915;Avenue Louise 222 8 1050 Bruxelles
1013994;Le Foyer de la Femme;2;BE0413796456;Kortrijksesteenweg;76236;775;;9000;Gent;BE;09 222 52 89;3222206714;Kortrijksesteenweg 775  9000 Gent
1013997;Ariane;2;BE0430109282;Route du Condroz;113378;486;;4031;Angleur;BE;04 367 41 76;3243675331;Route du Condroz 486  4031 Angleur
1013999;Brose et AssociÈs;2;478405780;Avenue du Vert Chasseur;24283;42;;1180;Bruxelles;BE;02 375 24 08;3223755375;Avenue du Vert Chasseur 42  1180 Bruxelles
1014000;Advocatenkantoor Demeestere;2;BE0442771247;NatiÎnlaan;49498;75B;;8300;Westkapelle ( Knokke-Heist );BE;050 62 11 44;3250610800;NatiÎnlaan 75B  8300 Westkapelle ( Knokke-Heist )
1014001;Didier Claes;2;BE0434058865;Rue Des Postes;95820;9;;7090;Braine-Le-Comte;BE;067 63 73 20;3267638656;Rue Des Postes 9  7090 Braine-Le-Comte
1014002;Citydev. brussels;2;BE0215984554;Gabrielle Petitstraat;23281;6B;8;1080;Sint-Jans-Molenbeek ( Brussel );BE;02 422 51 11;3224225112;Gabrielle Petitstraat 6B 8 1080 Sint-Jans-Molenbeek ( Brussel )
1014003;Citydev. brussels;2;BE0215984554;Rue Gabrielle Petit;23281;6;8;1080;Molenbeek-Saint-Jean ( Bruxelles );BE;02 422 51 11;3224225112;Rue Gabrielle Petit 6 8 1080 Molenbeek-Saint-Jean ( Bruxelles )
1010542;OCMW Arendonk;2;212236097;Vrijheid;12972;100;;2370;Arendonk;BE;014 40 10 10;3214672775;Vrijheid 100  2370 Arendonk
1010543;Salve Mater;2;;Kapucijnenvoer;37221;35;;3000;Leuven;BE;016 34 49 00;3216345500;Kapucijnenvoer 35  3000 Leuven
1010545;ACIS;2;BE0415047954;Avenue de la Pairelle;147770;33-34;;5000;Namur;BE;081 25 12 11;3281222013;Avenue de la Pairelle 33-34  5000 Namur
1010546;MinistËre de la RÈgion de Bruxelles -Capital/Service Compt;2;443590797;Boulevard du Jardin Botanique;19854;20;;1035;Bruxelles;BE;02 204 21 11;3225181739;Boulevard du Jardin Botanique 20  1035 Bruxelles
1010547;Gemeentebestuur Schoten;2;BE0206677997;Verbertstraat;7711;3;;2900;Schoten;BE;03 680 09 05;3236856654;Verbertstraat 3  2900 Schoten
1010548;Gemeentelijke Bibliotheek;2;BE0206677997;Gelmelenstraat;7541;83;;2900;Schoten;BE;03 680 17 10;3236801719;Gelmelenstraat 83  2900 Schoten
1010551;MutualitÈ ChrÈtienne de LiËge - A.O.;2;BE0411702543;Place du Vingt Ao˚t;111595;38;;4000;LiËge;BE;04 230 16 16;3242217469;Place du Vingt Ao˚t 38  4000 LiËge
1010553;MutualitÈ Chretienne du Brabant Wallon;2;411707194;Boulevard Des Archers;43359;54;;1400;Nivelles;BE;067 89 36 66;3267893664;Boulevard Des Archers 54  1400 Nivelles
1010555;Mut.ChrÈtienne de la Province de Namur;2;BE0411702543;Rue des Tanneries;147802;55;;5000;Namur;BE;081 24 48 11;3281230894;Rue des Tanneries 55  5000 Namur
1010556;FÈdÈration MutualitÈs ChrÈtiennes;2;411869522;Avenue Des Combattants;142134;20;;5500;Dinant;BE;082 22 36 76;3282213620;Avenue Des Combattants 20  5500 Dinant
1010558;FÈdÈration MutualitÈs ChrÈtiennes;2;;Rue des Canonniers;92674;3;;7000;Mons;BE;065 40 26 26;3265356538;Rue des Canonniers 3  7000 Mons
1010559;MutualitÈ ChrÈtienne du Centre, de Charleroi et de Thudinie;2;BE0411702543;Rue du Douaire;98704;40;;6150;Anderlues;BE;071 54 85 48;3271548300;Rue du Douaire 40  6150 Anderlues
1010561;MutualitÈ ChrÈtienne de la Province de Luxembourg;2;BE0411702543;Rue de La Moselle;166160;7/sep;;6700;Arlon;BE;063 21 17 11;3263211999;Rue de La Moselle 44081  6700 Arlon
1010562;C.I.E.P du M.O.C. LiËge;2;476809834;Rue Saint Gilles;111821;29;;4000;LiËge;BE;04 232 61 61;3242326160;Rue Saint Gilles 29  4000 LiËge
1010563;FNAMS;2;546911041;ChaussÈe de Haecht;22699;579;;1031;Bruxelles;BE;02 246 49 59;3222464955;ChaussÈe de Haecht 579  1031 Bruxelles
1010565;MÈdecins sans FrontiËres;2;BE0421446093;Rue de l'Arbre BÈnit;20973;46;;1050;Ixelles ( Bruxelles );BE;02 474 74 76;3224747575;Rue de l'Arbre BÈnit 46  1050 Ixelles ( Bruxelles )
1010566;KMPI Spermalie;2;413650659;Snaggaardstraat;47946;9;;8000;Brugge;BE;050 34 03 41;3250337306;Snaggaardstraat 9  8000 Brugge
1010568;Kantoor Yvo Swinnen & Driane;2;850507975;Tulpinstraat;125461;87;;3500;Hasselt;BE;011 21 12 93;3211210604;Tulpinstraat 87  3500 Hasselt
1010569;RTL Belgium;2;BE0428201847;Avenue Jacques Georgin;22493;2;;1030;Schaerbeek ( Bruxelles );BE;02 337 68 11;3223376912;Avenue Jacques Georgin 2  1030 Schaerbeek ( Bruxelles )
1010570;Haute Ecole de la Province de LiËge;2;BE0207725104;Avenue Montesquieu;114928;6;;4101;Jemeppe-Sur-Meuse ( Seraing );BE;04 233 36 80;3242311501;Avenue Montesquieu 6  4101 Jemeppe-Sur-Meuse ( Seraing )
1010571;Luc Eeman;2;BE0735043828;Vuurkruisersstraat;67520;106;5;9400;Ninove;BE;;;Vuurkruisersstraat 106 5 9400 Ninove
1010572;Gemeentebestuur Erpe-Mere;2;BE0216771244;Oudenaardsesteenweg;66265;458;;9420;Erpe-Mere;BE;053 60 34 00;3253603401;Oudenaardsesteenweg 458  9420 Erpe-Mere
1010573;OCMW Erpe-Mere;2;216771343;Oudenaardsesteenweg;66265;458;;9420;Erpe-Mere;BE;053 63 00 33;3253631505;Oudenaardsesteenweg 458  9420 Erpe-Mere
1010576;Bernard Bruyr;2;BE0750016668;Rue de Fosses;149779;106;;5060;Arsimont ( Sambreville );BE;071 74 05 34;3271740535;Rue de Fosses 106  5060 Arsimont ( Sambreville )
1010577;OCMW Pepingen;2;212208086;Kerkstraat;30601;2;;1670;Pepingen;BE;02 356 32 24;3223567335;Kerkstraat 2  1670 Pepingen
1010579;CEW & Partners;2;BE0850694057;Defacqzstraat;22881;78;;1060;Sint-Gillis ( Brussel );BE;02 534 20 20;3225343018;Defacqzstraat 78  1060 Sint-Gillis ( Brussel )
1010580;OCMW Herk-De-Stad;2;212218083;Dokter Vanweddingenlaan;125892;21;;3540;Herk-de-Stad;BE;013 78 09 40;3213780941;Dokter Vanweddingenlaan 21  3540 Herk-de-Stad
1010582;Iptor Supply Chain Systems Belgium;2;BE0426362015;Technologiepark;;122;;9052;Zwijnaarde;BE;09 280 22 22;3292802299;Technologiepark 122  9052 Zwijnaarde
1010585;Parfumerie Ici Paris XL;2;BE0413790518;Schaarbeeklei;32291;499;;1800;Vilvoorde;BE;02 340 06 80;3223451626;Schaarbeeklei 499  1800 Vilvoorde
1010586;Parfumerie Ici Paris XL;2;BE0413790518;Schaarbeeklei;32291;499;;1800;Vilvoorde;BE;02 340 06 80;3226436650;Schaarbeeklei 499  1800 Vilvoorde
1010588;Vlaanderens Rashonden-Festival;2;BE0412470823;Blauwpoort;56107;2;;8501;Heule;BE;056 35 40 17;;Blauwpoort 2  8501 Heule
1010589;De Persgroep Publishing;2;BE0403506340;Brusselsesteenweg;25562;347;;1730;Kobbegem ( Asse );BE;02 454 22 11;3224542820;Brusselsesteenweg 347  1730 Kobbegem ( Asse )
1010590;Office National de SÈcuritÈ Sociale;2;BE0206731645;Place Victor Horta;163979;11;;1060;Saint-Gilles ( Bruxelles );BE;02 509 31 11;3225093018;Place Victor Horta 11  1060 Saint-Gilles ( Bruxelles )
1010591;Fiduciaire E. Kupper & Fils;2;BE0439047833;Rue du Camp;121251;14;;4950;Robertville ( Waimes );BE;080 44 63 85;3280444039;Rue du Camp 14  4950 Robertville ( Waimes )
1010592;Mazars Bedrijfsrevisoren;2;BE0428837889;Berchemstadionstraat;3094;78;;2600;Berchem-Antwerpen;BE;03 230 31 55;3232300698;Berchemstadionstraat 78  2600 Berchem-Antwerpen
1010594;Bosser & Co;2;;Rue Docteur GrÈgoire;97125;16;;7100;La LouviËre;BE;064 84 90 60;3264849055;Rue Docteur GrÈgoire 16  7100 La LouviËre
1010595;Administration Communale de Sprimont;2;BE0207347495;Rue du Centre;115198;1;;4140;Sprimont;BE;04 382 18 91;3243823673;Rue du Centre 1  4140 Sprimont
1010596;CPAS de Sprimont;2;212226201;Rue du Centre;115198;1;;4140;Sprimont;BE;04 382 43 14;3243824373;Rue du Centre 1  4140 Sprimont
1010598;OCMW Huizingen;2;212238473;H. Torleylaan;25697;13;;1654;Huizingen ( Beersel );BE;02 356 73 18;3223562590;H. Torleylaan 13  1654 Huizingen ( Beersel )
1010600;Administration Communale de Ganshoren;2;207401044;Avenue Charles-Quint;21756;140;;1083;Bruxelles;BE;02 465 12 77;3224657373;Avenue Charles-Quint 140  1083 Bruxelles
1011664;AON Belgium;2;BE0426531863;Telecomlaan;163585;5/jul;;1831;Diegem ( Machelen );BE;02 730 99 56;3227309914;Telecomlaan 44017  1831 Diegem ( Machelen )
1011670;Hexpol Compounding;2;BE0430105126;Industriestrasse;117049;36;;4700;Eupen;BE;087 59 54 30;3287744473;Industriestrasse 36  4700 Eupen
1011671;Magolux;2;BE0451293389;Rue de la Hart;135935;1;;6780;Messancy;BE;063 38 28 11;3263388411;Rue de la Hart 1  6780 Messancy
1011680;Nactis Benelux;2;BE0471773257;Liebiglaan;7613;11;;2900;Schoten;BE;03 641 95 16;3236419519;Liebiglaan 11  2900 Schoten
1011682;Hima;2;BE0411980180;Makeveldstraat;51971;7A;;8610;Kortemark;BE;051 56 79 01;3251567476;Makeveldstraat 7A  8610 Kortemark
